subject,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s041,0.1364,1.2884,1.152,0.1398,0.1971,0.0573,0.0936,0.1735,0.0799,0.1303,0.7547,0.6244,0.0865,0.638,0.5515,0.1274,0.2944,0.167,0.12,0.3973,0.2773,0.1588,0.2651,0.1063,0.1087,0.269,0.1603,0.115,1.1207,1.0057,0.1332
s016,0.1098,0.5151,0.4053,0.0478,0.2771,0.2293,0.0945,0.3096,0.2151,0.1022,0.7199,0.6177,0.0605,0.8937,0.8332,0.0825,0.52,0.4375,0.0964,0.3947,0.2983,0.128,0.3714,0.2434,0.114,0.3172,0.2032,0.1027,0.3776,0.2749,0.0673
s036,0.0388,1.2882,1.2494,0.0425,0.6701,0.6276,0.0388,0.2999,0.2611,0.0567,0.4646,0.4079,0.0483,0.7225,0.6742,0.0441,0.561,0.5169,0.0388,0.223,0.1842,0.0604,0.3967,0.3363,0.0359,0.461,0.4251,0.033,0.4353,0.4023,0.0362
s022,0.0454,0.4736,0.4282,0.0491,0.308,0.2589,0.0391,0.2616,0.2225,0.0613,1.2509,1.1896,0.0444,1.579,1.5346,0.0467,0.4595,0.4128,0.0457,0.5707,0.525,0.0737,0.2086,0.1349,0.0425,0.4673,0.4248,0.0383,0.9248,0.8865,0.0425
s022,0.0533,0.491,0.4377,0.0531,0.3334,0.2803,0.0415,0.255,0.2135,0.1072,0.882,0.7748,0.0602,0.5986,0.5384,0.0504,0.4209,0.3705,0.0462,0.3099,0.2637,0.0895,0.2067,0.1172,0.057,0.3114,0.2544,0.0525,0.6891,0.6366,0.0647
s017,0.0615,0.2353,0.1738,0.0454,0.0982,0.0528,0.0378,0.0896,0.0518,0.0602,0.2352,0.175,0.0494,0.3952,0.3458,0.0499,0.1669,0.117,0.0652,0.1621,0.0969,0.0814,0.0043,-0.0771,0.0478,0.2088,0.161,0.0647,0.6061,0.5414,0.0555
s029,0.0945,0.1425,0.048,0.0686,0.1486,0.08,0.0528,0.0977,0.0449,0.08,0.2779,0.1979,0.0747,0.3171,0.2424,0.0748,0.125,0.0502,0.0795,0.1374,0.0579,0.0858,0.0904,0.0046,0.1091,0.0858,-0.0233,0.1072,0.2317,0.1245,0.0913
s015,0.0705,0.1219,0.0514,0.0797,0.1391,0.0594,0.1001,0.0863,-0.0138,0.088,0.7898,0.7018,0.0673,0.3115,0.2442,0.0761,0.1574,0.0813,0.0871,0.0901,0.003,0.1204,0.1054,-0.015,0.0866,0.1737,0.0871,0.0818,0.2063,0.1245,0.0726
s047,0.0728,0.2091,0.1363,0.0615,0.2047,0.1432,0.0665,0.2052,0.1387,0.0586,0.6691,0.6105,0.0839,0.4036,0.3197,0.1058,0.2198,0.114,0.0897,0.1576,0.0679,0.1066,0.1275,0.0209,0.1282,0.278,0.1498,0.1245,0.2613,0.1368,0.1076
s029,0.0818,0.191,0.1092,0.0721,0.0972,0.0251,0.0605,0.0946,0.0341,0.1051,0.2262,0.1211,0.0908,0.2899,0.1991,0.0934,0.1201,0.0267,0.0792,0.1545,0.0753,0.1006,0.0945,-0.0061,0.1081,0.0655,-0.0426,0.1004,0.2272,0.1268,0.0715
s011,0.0921,0.1884,0.0963,0.1204,0.1468,0.0264,0.076,0.1301,0.0541,0.1367,0.1694,0.0327,0.1037,0.2669,0.1632,0.1241,0.1949,0.0708,0.0821,0.1067,0.0246,0.0953,0.0895,-0.0058,0.1444,0.265,0.1206,0.1386,0.3968,0.2582,0.1304
s040,0.0987,0.461,0.3623,0.1335,0.1546,0.0211,0.1306,0.1931,0.0625,0.1,0.3247,0.2247,0.0715,0.3968,0.3253,0.0765,0.2917,0.2152,0.1013,0.2385,0.1372,0.1763,0.1309,-0.0454,0.1254,0.2156,0.0902,0.1095,0.2484,0.1389,0.1008
s030,0.1607,0.238,0.0773,0.118,0.25,0.132,0.1328,0.2761,0.1433,0.1225,0.4473,0.3248,0.0781,0.3907,0.3126,0.0969,0.2236,0.1267,0.1183,0.2129,0.0946,0.0845,0.2308,0.1463,0.089,0.2064,0.1174,0.0934,0.2878,0.1944,0.0892
s029,0.0581,0.0765,0.0184,0.0636,0.147,0.0834,0.0468,0.0365,-0.0103,0.0687,0.1967,0.128,0.0686,0.2682,0.1996,0.07,0.1402,0.0702,0.0927,0.1049,0.0122,0.0744,0.1001,0.0257,0.1199,0.0837,-0.0362,0.114,0.2345,0.1205,0.0718
s027,0.1088,0.1618,0.053,0.0985,0.1687,0.0702,0.1293,0.1016,-0.0277,0.0979,0.4391,0.3412,0.0679,0.3841,0.3162,0.1148,0.1919,0.0771,0.1209,0.1064,-0.0145,0.1271,0.0949,-0.0322,0.123,0.1541,0.0311,0.1285,0.326,0.1975,0.062
s051,0.1337,0.2033,0.0696,0.0676,0.0372,-0.0304,0.0906,0.1386,0.048,0.0839,0.1005,0.0166,0.0831,0.2734,0.1903,0.0834,0.138,0.0546,0.0654,0.0987,0.0333,0.0813,0.099,0.0177,0.0848,0.0657,-0.0191,0.0879,0.1991,0.1112,0.0602
s053,0.0955,0.1838,0.0883,0.0464,0.0586,0.0122,0.0731,0.0747,0.0016,0.0517,0.2461,0.1944,0.0799,0.4202,0.3403,0.037,0.1747,0.1377,0.0792,0.0726,-0.0066,0.1141,0.1088,-0.0053,0.0935,0.0636,-0.0299,0.1016,0.2502,0.1486,0.0145
s015,0.076,0.1126,0.0366,0.0697,0.0893,0.0196,0.0755,0.0383,-0.0372,0.0808,0.3935,0.3127,0.0697,0.2819,0.2122,0.0847,0.2112,0.1265,0.0729,0.1374,0.0645,0.0293,0.0143,-0.015,0.0879,0.2468,0.1589,0.0789,0.1815,0.1026,0.0739
s042,0.1079,1.0638,0.9559,0.0557,0.1048,0.0491,0.0807,0.1704,0.0897,0.0752,0.2645,0.1893,0.0573,0.2921,0.2348,0.0612,0.1411,0.0799,0.0947,0.1096,0.0149,0.081,0.1726,0.0916,0.1082,0.057,-0.0512,0.1274,0.3037,0.1763,0.1126
s013,0.0702,0.1015,0.0313,0.0742,0.1286,0.0544,0.0824,0.0628,-0.0196,0.0373,0.1708,0.1335,0.0734,0.339,0.2656,0.0876,0.2033,0.1157,0.0837,0.101,0.0173,0.0908,0.0853,-0.0055,0.0702,0.1356,0.0654,0.0679,0.4082,0.3403,0.1117
s008,0.1064,0.2734,0.167,0.1016,0.1357,0.0341,0.0821,0.4489,0.3668,0.0982,0.2919,0.1937,0.0792,0.3981,0.3189,0.1189,0.1865,0.0676,0.0882,0.0835,-0.0047,0.1333,0.1429,0.0096,0.0737,0.1526,0.0789,0.0887,0.3401,0.2514,0.118
s050,0.101,0.1959,0.0949,0.0657,0.1338,0.0681,0.0733,0.1153,0.042,0.0905,0.2408,0.1503,0.0612,0.3295,0.2683,0.119,0.1902,0.0712,0.0942,0.2694,0.1752,0.134,0.1454,0.0114,0.1071,0.2157,0.1086,0.0934,0.2341,0.1407,0.0791
s052,0.0683,0.5822,0.5139,0.0929,0.0641,-0.0288,0.1383,0.1201,-0.0182,0.0792,0.2933,0.2141,0.0768,0.3034,0.2266,0.0789,0.3071,0.2282,0.0623,0.1415,0.0792,0.0905,0.2752,0.1847,0.1237,0.3133,0.1896,0.119,0.5677,0.4487,0.1646
s044,0.0826,0.2624,0.1798,0.053,0.13,0.077,0.0536,0.1707,0.1171,0.0478,0.3118,0.264,0.0522,0.3753,0.3231,0.0512,0.2997,0.2485,0.0631,0.4872,0.4241,0.1111,0.2159,0.1048,0.0826,0.2421,0.1595,0.0697,0.2492,0.1795,0.0715
s019,0.0869,0.2895,0.2026,0.0763,0.2534,0.1771,0.0607,0.0734,0.0127,0.1008,0.3816,0.2808,0.0496,0.3276,0.278,0.0935,0.264,0.1705,0.0726,0.1374,0.0648,0.1095,0.1418,0.0323,0.061,0.2864,0.2254,0.0549,0.4543,0.3994,0.0908
s037,0.0926,0.0835,-0.0091,0.0816,0.17,0.0884,0.0507,0.0602,0.0095,0.0662,0.2853,0.2191,0.071,0.6739,0.6029,0.0744,0.2306,0.1562,0.0515,0.0962,0.0447,0.0715,0.0993,0.0278,0.067,0.1577,0.0907,0.0915,0.2027,0.1112,0.1026
s042,0.1316,0.3064,0.1748,0.0865,0.1709,0.0844,0.0826,0.2208,0.1382,0.0657,0.3371,0.2714,0.0689,0.3632,0.2943,0.0681,0.1831,0.115,0.0873,0.1481,0.0608,0.0878,0.21,0.1222,0.1412,0.1026,-0.0386,0.1612,0.3705,0.2093,0.153
s008,0.0905,0.2094,0.1189,0.0726,0.3613,0.2887,0.0726,0.1558,0.0832,0.1037,0.7011,0.5974,0.0871,0.3408,0.2537,0.0964,0.1281,0.0317,0.0911,0.0946,0.0035,0.1246,0.0956,-0.029,0.1024,0.0794,-0.023,0.1064,0.2129,0.1065,0.1285
s027,0.1029,0.415,0.3121,0.0832,0.2083,0.1251,0.1125,0.104,-0.0085,0.08,0.4647,0.3847,0.0486,0.2764,0.2278,0.1257,0.1577,0.032,0.1011,0.1046,0.0035,0.1244,0.0666,-0.0578,0.0943,0.1677,0.0734,0.104,0.2847,0.1807,0.071
s010,0.0771,0.1549,0.0778,0.0618,0.1268,0.065,0.0842,0.1067,0.0225,0.0702,0.2222,0.152,0.0599,0.2052,0.1453,0.0516,0.1197,0.0681,0.0932,0.0983,0.0051,0.0702,0.117,0.0468,0.0863,0.2291,0.1428,0.0763,0.3287,0.2524,0.0887
s022,0.0536,0.3945,0.3409,0.0533,0.3734,0.3201,0.0581,0.3017,0.2436,0.0483,0.2428,0.1945,0.0573,0.4371,0.3798,0.0496,0.3747,0.3251,0.0486,0.2147,0.1661,0.1314,0.1391,0.0077,0.0555,0.2877,0.2322,0.043,0.2933,0.2503,0.0499
s031,0.1167,0.2401,0.1234,0.0961,0.1634,0.0673,0.0742,0.1151,0.0409,0.0708,0.2998,0.229,0.0615,0.3572,0.2957,0.1006,0.235,0.1344,0.0665,0.1326,0.0661,0.1201,0.1579,0.0378,0.0692,0.1716,0.1024,0.0929,0.282,0.1891,0.0644
s044,0.138,0.3064,0.1684,0.0549,0.1301,0.0752,0.0525,0.172,0.1195,0.0522,0.6592,0.607,0.0517,0.5095,0.4578,0.0583,0.3189,0.2606,0.072,0.6217,0.5497,0.0873,0.288,0.2007,0.0549,0.2108,0.1559,0.0755,0.3876,0.3121,0.0749
s030,0.1204,0.2594,0.139,0.1233,0.2152,0.0919,0.1183,0.2822,0.1639,0.0887,0.7249,0.6362,0.0829,0.4079,0.325,0.1175,0.2091,0.0916,0.1272,0.1766,0.0494,0.1029,0.2402,0.1373,0.1045,0.1987,0.0942,0.0961,0.2926,0.1965,0.0697
s048,0.1179,0.1919,0.074,0.0918,0.0881,-0.0037,0.0681,0.1008,0.0327,0.105,0.783,0.678,0.0815,0.3503,0.2688,0.0863,0.1312,0.0449,0.0794,0.1249,0.0455,0.0921,0.1104,0.0183,0.0834,0.1826,0.0992,0.0731,0.2056,0.1325,0.1211
s033,0.1029,0.3109,0.208,0.1536,0.1087,-0.0449,0.1473,0.2072,0.0599,0.1192,0.6608,0.5416,0.0733,0.6409,0.5676,0.1448,0.4175,0.2727,0.1303,0.2617,0.1314,0.178,0.2535,0.0755,0.124,0.3843,0.2603,0.1166,0.3799,0.2633,0.0884
s053,0.1372,0.1344,-0.0028,0.0637,0.0927,0.029,0.105,0.1224,0.0174,0.0575,0.2025,0.145,0.0652,0.2804,0.2152,0.0625,0.3299,0.2674,0.048,0.0521,0.0041,0.1388,0.0689,-0.0699,0.1114,0.0939,-0.0175,0.0882,0.1812,0.093,0.0849
s022,0.0523,0.4755,0.4232,0.046,0.2922,0.2462,0.037,0.2181,0.1811,0.1164,1.0817,0.9653,0.0565,0.7667,0.7102,0.0634,0.9061,0.8427,0.0512,0.4292,0.378,0.1111,0.1816,0.0705,0.0496,0.3818,0.3322,0.0512,0.7121,0.6609,0.0528
s032,0.0852,0.2165,0.1313,0.0857,0.1648,0.0791,0.081,0.0969,0.0159,0.0652,0.2696,0.2044,0.0681,0.3611,0.293,0.0705,0.1829,0.1124,0.0755,0.117,0.0415,0.0944,0.139,0.0446,0.0704,0.1769,0.1065,0.0726,0.2128,0.1402,0.0786
s004,0.123,0.2037,0.0807,0.1,0.1547,0.0547,0.1029,0.1539,0.051,0.0905,1.0933,1.0028,0.0892,0.7688,0.6796,0.0958,0.2539,0.1581,0.0871,0.1162,0.0291,0.1259,0.1291,0.0032,0.1008,0.1924,0.0916,0.0998,0.2425,0.1427,0.0784
s018,0.0916,0.1686,0.077,0.0953,0.1349,0.0396,0.056,0.0666,0.0106,0.076,0.3338,0.2578,0.1214,0.3804,0.259,0.1417,0.2067,0.065,0.0942,0.1117,0.0175,0.1299,0.1286,-0.0013,0.1263,0.037,-0.0893,0.1434,0.4098,0.2664,0.1016
s041,0.139,0.1558,0.0168,0.1546,0.2055,0.0509,0.1124,1.0222,0.9098,0.0736,0.3631,0.2895,0.0834,0.5121,0.4287,0.2024,0.2225,0.0201,0.139,0.1438,0.0048,0.1889,0.1314,-0.0575,0.1071,0.225,0.1179,0.1464,0.4105,0.2641,0.1501
s002,0.0982,0.143,0.0448,0.0652,0.1241,0.0589,0.0639,0.0882,0.0243,0.0895,0.404,0.3145,0.0781,0.4158,0.3377,0.0885,0.1252,0.0367,0.0771,0.15,0.0729,0.1093,0.1104,0.0011,0.0663,0.1821,0.1158,0.0895,0.2324,0.1429,0.0623
s008,0.0966,0.3776,0.281,0.0945,0.131,0.0365,0.056,0.112,0.056,0.1059,0.5553,0.4494,0.0842,0.2996,0.2154,0.1001,0.1239,0.0238,0.0929,0.0679,-0.025,0.1111,0.142,0.0309,0.0829,0.2288,0.1459,0.0882,0.2739,0.1857,0.1022
s030,0.1723,0.2443,0.072,0.1494,0.2035,0.0541,0.1251,0.2882,0.1631,0.1573,0.371,0.2137,0.0884,0.4107,0.3223,0.108,0.2885,0.1805,0.1204,0.1247,0.0043,0.1138,0.2527,0.1389,0.0845,0.2465,0.162,0.0818,0.3131,0.2313,0.0776
s051,0.0944,0.1595,0.0651,0.0718,0.1006,0.0288,0.0681,0.0478,-0.0203,0.0807,0.1675,0.0868,0.0723,0.3185,0.2462,0.0629,0.1202,0.0573,0.0641,0.0877,0.0236,0.0681,0.108,0.0399,0.0849,0.1002,0.0153,0.0533,0.1584,0.1051,0.0385
s051,0.09,0.2772,0.1872,0.0868,0.1775,0.0907,0.0855,0.1082,0.0227,0.0958,0.2153,0.1195,0.0549,0.3768,0.3219,0.0887,0.1692,0.0805,0.0757,0.113,0.0373,0.0865,0.1267,0.0402,0.1126,0.1028,-0.0098,0.0918,0.2011,0.1093,0.0654
s025,0.1241,0.1926,0.0685,0.0705,0.1312,0.0607,0.0626,0.1318,0.0692,0.0805,0.6378,0.5573,0.0681,0.482,0.4139,0.075,0.1756,0.1006,0.0781,0.1233,0.0452,0.0679,0.1068,0.0389,0.0816,0.2162,0.1346,0.0905,0.6358,0.5453,0.0971
s004,0.1183,0.1628,0.0445,0.0834,0.1399,0.0565,0.0982,0.117,0.0188,0.07,0.2471,0.1771,0.0887,0.4178,0.3291,0.152,0.3421,0.1901,0.0913,0.1104,0.0191,0.1251,0.1085,-0.0166,0.0969,0.403,0.3061,0.1214,0.267,0.1456,0.075
s030,0.0945,0.3385,0.244,0.1066,0.2351,0.1285,0.0903,0.2418,0.1515,0.1526,0.4133,0.2607,0.0908,0.4215,0.3307,0.107,0.2041,0.0971,0.1135,0.1389,0.0254,0.1111,0.1895,0.0784,0.0937,0.227,0.1333,0.0713,0.2863,0.215,0.0781
s007,0.0718,0.1169,0.0451,0.0671,0.0991,0.032,0.0623,0.0779,0.0156,0.0837,0.1621,0.0784,0.0676,0.254,0.1864,0.0845,0.1115,0.027,0.0948,0.1324,0.0376,0.0837,0.0784,-0.0053,0.1051,0.0858,-0.0193,0.0892,0.1904,0.1012,0.075
s051,0.1071,0.1693,0.0622,0.0641,0.043,-0.0211,0.0794,0.1113,0.0319,0.0781,0.4934,0.4153,0.0784,0.372,0.2936,0.0997,0.1282,0.0285,0.0546,0.079,0.0244,0.09,0.1254,0.0354,0.0994,0.0883,-0.0111,0.0844,0.1769,0.0925,0.0662
s041,0.1575,0.3323,0.1748,0.1393,0.2018,0.0625,0.1617,0.1263,-0.0354,0.1528,0.2992,0.1464,0.0668,0.5154,0.4486,0.1841,0.2058,0.0217,0.1427,0.1396,-0.0031,0.1934,0.1528,-0.0406,0.1298,0.2013,0.0715,0.1651,0.2792,0.1141,0.1082
s031,0.119,0.4364,0.3174,0.0668,0.2207,0.1539,0.0679,0.1706,0.1027,0.0671,1.2472,1.1801,0.0628,0.5933,0.5305,0.0892,0.2911,0.2019,0.0882,0.1052,0.017,0.1066,0.1455,0.0389,0.0781,0.1947,0.1166,0.0921,0.3292,0.2371,0.0702
s012,0.1681,0.2205,0.0524,0.1273,0.1077,-0.0196,0.1637,0.2004,0.0367,0.1275,0.313,0.1855,0.0982,0.291,0.1928,0.1418,0.15,0.0082,0.1291,0.1693,0.0402,0.1801,0.1434,-0.0367,0.1128,0.0716,-0.0412,0.2362,0.3651,0.1289,0.1504
s028,0.0713,0.1538,0.0825,0.0452,0.0999,0.0547,0.0555,0.0716,0.0161,0.0525,0.5589,0.5064,0.0473,0.4456,0.3983,0.0597,0.2844,0.2247,0.0515,0.0806,0.0291,0.0676,0.1603,0.0927,0.0578,0.2053,0.1475,0.052,0.4166,0.3646,0.0573
s013,0.0861,0.1064,0.0203,0.0618,0.132,0.0702,0.0956,0.4118,0.3162,0.0747,0.2127,0.138,0.0795,0.2731,0.1936,0.0922,0.2036,0.1114,0.1025,0.0054,-0.0971,0.1157,0.5522,0.4365,0.0763,0.1391,0.0628,0.0681,0.1519,0.0838,0.0821
s052,0.0559,0.487,0.4311,0.0707,0.0467,-0.024,0.1114,0.0644,-0.047,0.0813,0.2176,0.1363,0.0794,0.2617,0.1823,0.0646,0.2316,0.167,0.0607,0.1887,0.128,0.0958,0.0576,-0.0382,0.0866,0.0451,-0.0415,0.1185,0.3035,0.185,0.0591
s043,0.0604,0.2368,0.1764,0.0639,0.2005,0.1366,0.062,0.2276,0.1656,0.0852,0.3708,0.2856,0.0678,0.5177,0.4499,0.0541,0.4067,0.3526,0.0607,0.0816,0.0209,0.0968,0.2519,0.1551,0.0515,0.2844,0.2329,0.0575,0.3016,0.2441,0.0512
s037,0.0855,0.1408,0.0553,0.0718,0.0924,0.0206,0.0581,0.1275,0.0694,0.066,0.4674,0.4014,0.0718,0.3367,0.2649,0.0815,0.1298,0.0483,0.0668,0.1576,0.0908,0.0984,0.066,-0.0324,0.1037,0.2097,0.106,0.106,0.2414,0.1354,0.1026
s026,0.0792,1.1199,1.0407,0.0721,0.1099,0.0378,0.0787,0.9068,0.8281,0.0668,0.2602,0.1934,0.0623,0.3392,0.2769,0.0834,0.1568,0.0734,0.0842,0.1424,0.0582,0.1003,0.1062,0.0059,0.0718,0.1296,0.0578,0.1024,0.2361,0.1337,0.0942
s055,0.0964,0.1085,0.0121,0.1047,0.1232,0.0185,0.077,0.0784,0.0014,0.129,0.1015,-0.0275,0.0731,0.184,0.1109,0.1092,0.1023,-0.0069,0.0787,0.1052,0.0265,0.0911,0.0689,-0.0222,0.0584,0.1562,0.0978,0.1169,0.15,0.0331,0.1332
s026,0.0671,0.1831,0.116,0.081,0.1293,0.0483,0.0824,0.1136,0.0312,0.0929,0.2755,0.1826,0.0755,0.8377,0.7622,0.0827,0.2345,0.1518,0.0839,0.1436,0.0597,0.0684,0.0991,0.0307,0.0576,0.1468,0.0892,0.0842,0.2224,0.1382,0.0892
s037,0.125,0.5738,0.4488,0.072,0.1361,0.0641,0.0594,0.1014,0.042,0.0765,2.1743,2.0978,0.0612,0.2831,0.2219,0.0936,0.1453,0.0517,0.0842,0.1497,0.0655,0.1125,0.0605,-0.052,0.1339,0.1119,-0.022,0.1254,0.2313,0.1059,0.1174
s032,0.0984,0.0827,-0.0157,0.1116,0.1826,0.071,0.0578,0.0663,0.0085,0.071,0.1836,0.1126,0.0794,0.2264,0.147,0.0908,0.1499,0.0591,0.0968,0.0826,-0.0142,0.1106,0.1513,0.0407,0.0586,0.1665,0.1079,0.0847,0.1795,0.0948,0.0926
s037,0.1058,0.1498,0.044,0.0807,0.1145,0.0338,0.0747,0.1251,0.0504,0.0839,0.9035,0.8196,0.076,0.3429,0.2669,0.1132,0.2889,0.1757,0.1266,0.3627,0.2361,0.1111,0.113,0.0019,0.0739,0.1604,0.0865,0.1401,0.2434,0.1033,0.0831
s036,0.0377,0.5097,0.472,0.0475,0.2709,0.2234,0.0409,0.2883,0.2474,0.0457,0.4903,0.4446,0.042,0.4409,0.3989,0.0351,0.605,0.5699,0.0285,0.2008,0.1723,0.0525,0.3788,0.3263,0.0327,0.4781,0.4454,0.0393,0.4406,0.4013,0.0364
s036,0.043,0.5358,0.4928,0.0417,0.2055,0.1638,0.0348,0.361,0.3262,0.0454,0.2957,0.2503,0.0435,0.6807,0.6372,0.0375,0.6638,0.6263,0.047,0.2858,0.2388,0.0522,0.3336,0.2814,0.0417,0.5551,0.5134,0.0449,1.1959,1.151,0.0723
s057,0.1198,0.1255,0.0057,0.0831,0.1222,0.0391,0.0703,0.061,-0.0093,0.0497,0.1336,0.0839,0.0757,0.2266,0.1509,0.0902,0.2087,0.1185,0.0786,0.1027,0.0241,0.1325,0.0858,-0.0467,0.0658,0.1288,0.063,0.1026,0.2148,0.1122,0.1145
s055,0.0968,0.1128,0.016,0.0997,0.1158,0.0161,0.0919,0.061,-0.0309,0.1459,0.1047,-0.0412,0.0852,0.1953,0.1101,0.0945,0.0768,-0.0177,0.1096,0.1083,-0.0013,0.0924,0.0634,-0.029,0.0578,0.1709,0.1131,0.1092,0.1014,-0.0078,0.1317
s046,0.0876,0.3905,0.3029,0.0768,0.1657,0.0889,0.0602,0.1747,0.1145,0.0541,0.1896,0.1355,0.0723,0.5468,0.4745,0.0784,0.261,0.1826,0.0755,0.1521,0.0766,0.0884,0.1069,0.0185,0.0918,0.1825,0.0907,0.0939,0.2238,0.1299,0.0934
s025,0.123,0.1979,0.0749,0.0781,0.1689,0.0908,0.0631,0.0988,0.0357,0.0908,0.5423,0.4515,0.0774,0.676,0.5986,0.0858,0.2384,0.1526,0.0884,0.1334,0.045,0.0628,0.0832,0.0204,0.0768,0.1586,0.0818,0.1061,0.5155,0.4094,0.1053
s005,0.0905,0.2129,0.1224,0.1346,0.2267,0.0921,0.1098,0.4542,0.3444,0.1154,1.0933,0.9779,0.1048,0.4569,0.3521,0.1028,0.2828,0.18,0.0903,0.13,0.0397,0.1475,0.1729,0.0254,0.0974,0.2354,0.138,0.0805,0.3815,0.301,0.0905
s030,0.0803,0.2684,0.1881,0.0758,0.1777,0.1019,0.0581,0.1613,0.1032,0.0584,0.8569,0.7985,0.071,0.4603,0.3893,0.0766,0.2178,0.1412,0.0937,0.1228,0.0291,0.0961,0.1474,0.0513,0.065,1.1015,1.0365,0.0613,0.2459,0.1846,0.0681
s003,0.1154,0.2048,0.0894,0.1119,0.1726,0.0607,0.0876,0.1222,0.0346,0.1391,0.3705,0.2314,0.0758,0.4638,0.388,0.0969,0.2593,0.1624,0.1209,0.1616,0.0407,0.1077,0.1186,0.0109,0.1227,0.1465,0.0238,0.0892,0.2126,0.1234,0.0855
s032,0.0773,0.1875,0.1102,0.1002,0.1896,0.0894,0.077,0.0805,0.0035,0.1029,0.2891,0.1862,0.0857,0.2622,0.1765,0.1047,0.1788,0.0741,0.0733,0.104,0.0307,0.0633,0.0882,0.0249,0.0681,0.1562,0.0881,0.0952,0.1987,0.1035,0.0844
s010,0.0982,0.1219,0.0237,0.0634,0.1043,0.0409,0.0813,0.1048,0.0235,0.0663,0.2025,0.1362,0.052,0.2577,0.2057,0.0631,0.1341,0.071,0.0932,0.1305,0.0373,0.0584,0.0973,0.0389,0.076,0.2132,0.1372,0.076,0.1712,0.0952,0.1064
s018,0.0916,0.2195,0.1279,0.0768,0.203,0.1262,0.0702,0.1227,0.0525,0.08,0.1916,0.1116,0.1196,0.3213,0.2017,0.1233,0.1885,0.0652,0.0871,0.1104,0.0233,0.1146,0.1366,0.022,0.1322,0.0662,-0.066,0.1193,0.2593,0.14,0.0832
s038,0.1018,0.3971,0.2953,0.0694,0.0649,-0.0045,0.066,0.1388,0.0728,0.0712,0.2914,0.2202,0.0325,0.5064,0.4739,0.0747,0.4427,0.368,0.0755,0.132,0.0565,0.1002,0.1177,0.0175,0.0675,0.1648,0.0973,0.1024,0.3296,0.2272,0.0762
s055,0.08,0.073,-0.007,0.1122,0.1304,0.0182,0.0887,0.0694,-0.0193,0.1365,0.1177,-0.0188,0.0908,0.2067,0.1159,0.0856,0.0842,-0.0014,0.0853,0.1115,0.0262,0.0865,0.0607,-0.0258,0.0512,0.1701,0.1189,0.0952,0.1099,0.0147,0.1082
s054,0.072,0.3886,0.3166,0.1002,0.1422,0.042,0.0921,0.132,0.0399,0.0992,0.4196,0.3204,0.0762,0.3368,0.2606,0.0778,0.1322,0.0544,0.0668,0.117,0.0502,0.1087,0.1177,0.009,0.0726,0.1731,0.1005,0.0813,0.203,0.1217,0.0952
s043,0.0662,0.2101,0.1439,0.086,0.2369,0.1509,0.067,0.2047,0.1377,0.0952,0.3718,0.2766,0.0689,0.5183,0.4494,0.0522,0.4114,0.3592,0.0567,0.0932,0.0365,0.138,0.2238,0.0858,0.0536,0.278,0.2244,0.0422,0.2931,0.2509,0.0414
s036,0.0377,0.4416,0.4039,0.0525,0.2785,0.226,0.0343,0.2883,0.254,0.0449,0.3719,0.327,0.0515,0.5879,0.5364,0.0198,0.653,0.6332,0.0399,0.1737,0.1338,0.0536,0.4901,0.4365,0.033,0.5261,0.4931,0.0364,0.5389,0.5025,0.0472
s020,0.123,0.2507,0.1277,0.1143,0.0916,-0.0227,0.1127,0.1074,-0.0053,0.0914,0.2386,0.1472,0.0681,0.3728,0.3047,0.0832,0.088,0.0048,0.0874,0.135,0.0476,0.1333,0.108,-0.0253,0.118,0.0971,-0.0209,0.1259,0.3733,0.2474,0.1085
s036,0.0428,0.775,0.7322,0.0536,0.1225,0.0689,0.0422,0.9293,0.8871,0.0509,0.1825,0.1316,0.0467,0.8181,0.7714,0.0399,0.6051,0.5652,0.0367,0.1341,0.0974,0.0652,0.4202,0.355,0.0343,0.5804,0.5461,0.0364,0.7805,0.7441,0.0496
s010,0.0855,0.1137,0.0282,0.0821,0.1196,0.0375,0.0787,0.0951,0.0164,0.0742,0.2061,0.1319,0.0599,0.2268,0.1669,0.0644,0.1299,0.0655,0.0911,0.1305,0.0394,0.0758,0.1041,0.0283,0.1006,0.2323,0.1317,0.0847,0.1493,0.0646,0.1317
s016,0.0879,0.5185,0.4306,0.0739,0.2441,0.1702,0.0692,0.3685,0.2993,0.0879,0.4048,0.3169,0.0723,0.9577,0.8854,0.1159,0.2484,0.1325,0.1111,0.2212,0.1101,0.1111,0.2457,0.1346,0.1008,0.3006,0.1998,0.0898,0.5964,0.5066,0.1003
s056,0.1055,0.1381,0.0326,0.0749,0.1211,0.0462,0.0902,0.0525,-0.0377,0.106,0.1941,0.0881,0.0689,0.3705,0.3016,0.1232,0.1842,0.061,0.0966,0.0877,-0.0089,0.1214,0.1061,-0.0153,0.0586,0.1551,0.0965,0.1113,0.1125,0.0012,0.0915
